tract,sra_id,sra,hpi2022,totpop,tothhs,bmi30plus_pct,cancer_pct,copd_pct,chd_pct,diabetes_pct,hbp_pct,stroke_pct,hispanic_pct,nonhisp_pct,aian_pct,asian_pct,black_pct,nhpi_pct,white_pct,race_other_pct,hhs_snap_pct,active_commute,auto_access,insurance,lowincome_bin,median_income,lowphysactiv_pct,park_access,supermkt_access,transit_access,walkability,num_full_restaurants,num_fast_food,num_snack_nonalcbev_bars
6073003902,1,CENTRAL SAN DIEGO,-0.693151906,4284,1176,0.349,0.037,0.064,0.059,0.138,0.303,0.035,0.9094,0.0906,0.0051,0.0042,0.0665,0.0,0.5469,0.3513,0.1837,0.088091354,0.917,-2.278290411,Yes,44900.0,0.353,1.0,1.0,1.0,15.32400329,30,15,3
6073004000,1,CENTRAL SAN DIEGO,-0.705156087,5166,1167,0.355,0.038,0.07,0.062,0.144,0.308,0.039,0.9096,0.0904,0.0041,0.0242,0.0525,0.0,0.8149,0.097,0.1705,0.160282258,0.855,-2.749776227,Yes,35056.0,0.364,0.939922481,0.712845956,1.0,15.15648302,10,5,3
6073004100,1,CENTRAL SAN DIEGO,-0.190046307,7081,2867,0.293,0.037,0.047,0.041,0.088,0.246,0.024,0.5381,0.4619,0.0102,0.0244,0.0753,0.0,0.7966,0.0506,0.0725,0.109595714,0.896,-1.001868388,Yes,56797.0,0.224,1.0,0.966403766,1.0,14.62137657,22,1,3
6073004200,1,CENTRAL SAN DIEGO,0.570737765,6031,2307,0.225,0.061,0.039,0.042,0.07,0.247,0.021,0.286,0.714,0.0022,0.0242,0.0527,0.0,0.8654,0.0025,0.0381,0.022880215,0.986,0.416747078,No,117710.0,0.143,1.0,0.351261641,0.402432575,8.782092772,0,0,0
6073004300,1,CENTRAL SAN DIEGO,0.410486765,3881,1757,0.242,0.053,0.04,0.039,0.068,0.239,0.021,0.1925,0.8075,0.0041,0.0935,0.0348,0.0,0.8145,0.0108,0.0438,0.087727071,0.967,-0.105106095,No,70250.0,0.144,1.0,0.181890774,1.0,15.39679113,13,4,6
6073004400,1,CENTRAL SAN DIEGO,0.360492435,4019,1747,0.253,0.049,0.042,0.039,0.071,0.237,0.021,0.2545,0.7455,0.0025,0.0674,0.0149,0.0,0.782,0.0737,0.0452,0.154576857,0.93,-0.445464173,No,70938.0,0.163,1.0,0.991212372,1.0,15.97265345,23,5,9
6073004501,1,CENTRAL SAN DIEGO,-0.052014034,2690,1263,0.292,0.036,0.049,0.04,0.08,0.229,0.022,0.5283,0.4717,0.0052,0.0472,0.0257,0.0,0.7227,0.0758,0.0839,0.119311876,0.822,-1.887241567,Yes,50592.0,0.22,1.0,1.0,1.0,15.02898833,9,3,1
6073004600,1,CENTRAL SAN DIEGO,0.076600876,1843,1072,0.248,0.038,0.035,0.031,0.061,0.211,0.017,0.2029,0.7971,0.0109,0.1221,0.1004,0.0,0.6804,0.0298,0.0112,0.189457601,0.814,-0.458128187,Yes,57329.0,0.159,0.967010309,1.0,1.0,15.83333333,0,1,0
6073004700,1,CENTRAL SAN DIEGO,-0.665431881,1693,718,0.305,0.045,0.057,0.057,0.117,0.295,0.032,0.733,0.267,0.01,0.0041,0.0467,0.0,0.8163,0.0809,0.1198,0.133876601,0.842,-1.062211967,Yes,41964.0,0.262,0.9467169,1.0,1.0,16.87434249,8,1,1
6073004800,1,CENTRAL SAN DIEGO,-0.746428413,3960,1078,0.355,0.038,0.064,0.06,0.141,0.299,0.036,0.825,0.175,0.0028,0.024,0.0848,0.0025,0.7475,0.128,0.218,0.227296049,0.898,-2.980800646,Yes,36792.0,0.346,1.0,1.0,1.0,16.64668729,14,4,5
6073004900,1,CENTRAL SAN DIEGO,-0.699800752,5686,1515,0.329,0.042,0.058,0.059,0.135,0.313,0.034,0.8908,0.1092,0.0,0.0076,0.0276,0.0,0.6024,0.3389,0.2125,0.196458685,0.869,-1.662720031,Yes,36400.0,0.319,1.0,1.0,1.0,14.41903172,2,2,3
6073005000,1,CENTRAL SAN DIEGO,-0.818914995,2401,697,0.341,0.04,0.065,0.063,0.14,0.312,0.035,0.8651,0.1349,0.0,0.0021,0.0533,0.0021,0.5927,0.3095,0.2382,0.348501665,0.763,-1.750731051,Yes,31875.0,0.347,1.0,1.0,1.0,12.66666667,47,16,10
6073005100,1,CENTRAL SAN DIEGO,-0.578217183,6851,3373,0.3,0.043,0.055,0.053,0.101,0.295,0.029,0.3335,0.6665,0.0035,0.04,0.1079,0.0104,0.6859,0.1207,0.1201,0.252883762,0.742,-0.138677139,Yes,46658.0,0.21,1.0,0.999989693,1.0,16.3968112,59,17,28
6073005200,1,CENTRAL SAN DIEGO,-0.35524555,6308,3797,0.24,0.044,0.04,0.041,0.073,0.251,0.022,0.2153,0.7847,0.0,0.1281,0.1595,0.004,0.6479,0.0082,0.1156,0.223128934,0.734,0.238366477,No,65625.0,0.16,0.992110454,1.0,1.0,16.82202237,35,17,9
6073005300,1,CENTRAL SAN DIEGO,-0.02083515,5263,2501,0.257,0.049,0.048,0.051,0.087,0.274,0.026,0.2728,0.7272,0.0053,0.068,0.1079,0.001,0.7758,0.015,0.0152,0.377817854,0.642,0.636785902,No,67596.0,0.19,1.0,1.0,1.0,16.85873728,254,61,54
6073005400,1,CENTRAL SAN DIEGO,0.618220811,7430,4862,0.212,0.061,0.035,0.041,0.067,0.253,0.02,0.1236,0.8764,0.0,0.138,0.0394,0.005,0.7587,0.0292,0.0255,0.197309417,0.873,0.652302499,No,97781.0,0.123,1.0,0.883102801,1.0,16.94915986,216,35,55
6073005600,1,CENTRAL SAN DIEGO,0.573574792,4321,2965,0.219,0.052,0.037,0.04,0.066,0.236,0.02,0.1787,0.8213,0.0062,0.0694,0.0419,0.0,0.7531,0.013,0.0327,0.229122807,0.735,0.967139504,No,79692.0,0.147,1.0,0.987641293,1.0,16.65160842,32,17,11
6073005700,1,CENTRAL SAN DIEGO,-0.343669138,1589,842,0.3,0.057,0.068,0.072,0.119,0.333,0.037,0.2045,0.7955,0.0,0.0736,0.061,0.0019,0.7665,0.0579,0.0748,0.328358209,0.726,-1.548840465,Yes,38063.0,0.223,1.0,0.209060633,1.0,15.38306451,6,1,3
6073005800,1,CENTRAL SAN DIEGO,0.742853694,3299,2033,0.2,0.037,0.022,0.022,0.039,0.173,0.011,0.1334,0.8666,0.0103,0.0612,0.0255,0.0,0.8775,0.0109,0.0133,0.174291115,0.915,0.534712664,No,104728.0,0.099,1.0,0.28408764,1.0,17.66666667,69,24,33
6073005900,1,CENTRAL SAN DIEGO,0.225943924,3240,1980,0.215,0.056,0.034,0.038,0.058,0.226,0.019,0.2071,0.7929,0.0077,0.0367,0.0315,0.0,0.8611,0.0253,0.0035,0.216276978,0.79,-0.670326048,No,72550.0,0.134,1.0,0.0,1.0,16.89399605,9,1,2
6073006000,1,CENTRAL SAN DIEGO,0.872722735,4114,2172,0.208,0.078,0.04,0.05,0.071,0.275,0.024,0.0749,0.9251,0.0,0.0943,0.0141,0.0,0.8882,0.0,0.0041,0.108990457,0.933,0.936474684,No,116800.0,0.132,1.0,0.000573291,1.0,16.87882002,15,5,5
6073006100,1,CENTRAL SAN DIEGO,0.647696095,2330,1153,0.224,0.057,0.037,0.039,0.061,0.237,0.019,0.23,0.77,0.0,0.027,0.1515,0.0069,0.7322,0.0339,0.072,0.068939956,0.974,0.6313069,No,99375.0,0.132,1.0,0.071221676,1.0,15.57397661,2,0,1
6073006500,2,PENINSULA,-0.228422797,3223,1592,0.273,0.078,0.069,0.08,0.123,0.357,0.04,0.2401,0.7599,0.0,0.059,0.1132,0.0155,0.7468,0.0456,0.0747,0.125930941,0.862,0.307590568,Yes,58112.0,0.21,0.936161931,0.429924896,0.754768392,17.05794013,110,37,31
6073008329,13,DEL MAR-MIRA MESA,0.758212356,7239,3225,0.192,0.046,0.026,0.026,0.05,0.194,0.014,0.0808,0.9192,0.0,0.1851,0.0373,0.0,0.7018,0.0086,0.0338,0.015548069,0.972,0.641571922,No,102838.0,0.115,1.0,0.99999708,0.0,10.34859187,57,25,25
6073008330,13,DEL MAR-MIRA MESA,0.709191818,5911,2026,0.21,0.056,0.04,0.041,0.08,0.251,0.021,0.0582,0.9418,0.0,0.2869,0.0988,0.0,0.5931,0.0,0.0163,0.057015369,0.979,0.434605433,No,144327.0,0.148,1.0,0.417157554,0.0,10.5266323,0,0,0
6073008331,13,DEL MAR-MIRA MESA,0.889006177,2421,889,0.202,0.062,0.033,0.036,0.065,0.241,0.018,0.0504,0.9496,0.0,0.1549,0.0,0.0,0.7741,0.007,0.0022,0.04122807,1.0,1.171636216,No,173207.0,0.115,1.0,0.703267962,0.0,9.333333333,1,0,0
6073008333,13,DEL MAR-MIRA MESA,0.786420171,15695,5308,0.184,0.044,0.024,0.026,0.055,0.198,0.013,0.0607,0.9393,0.0,0.34,0.0131,0.0,0.5712,0.0101,0.0121,0.06013363,0.993,0.929709191,No,175227.0,0.114,1.0,0.338611152,0.0,8.923947603,14,8,5
6073008335,13,DEL MAR-MIRA MESA,0.67982007,9938,2994,0.186,0.047,0.03,0.032,0.07,0.221,0.017,0.1102,0.8898,0.0111,0.3483,0.0472,0.0028,0.526,0.0201,0.0768,0.003205813,0.968,0.617097046,No,158627.0,0.136,1.0,0.350523868,0.0,9.906908821,10,3,2
6073008336,13,DEL MAR-MIRA MESA,0.629564631,2215,716,0.197,0.059,0.034,0.037,0.073,0.25,0.019,0.112,0.888,0.0126,0.2239,0.0,0.0,0.7111,0.009,0.0056,0.022867194,0.995,0.63777665,No,155547.0,0.128,1.0,0.039021097,0.0,6.775828862,1,0,0
6073008337,13,DEL MAR-MIRA MESA,0.644345761,4303,1297,0.192,0.059,0.034,0.038,0.076,0.256,0.019,0.0876,0.9124,0.0,0.2391,0.0186,0.0,0.6649,0.0081,0.0,0.045908184,0.986,0.620685476,No,154924.0,0.129,1.0,0.361416426,0.0,7.501243781,0,0,0
6073008339,12,UNIVERSITY,0.21531481,2115,805,0.178,0.024,0.027,0.023,0.043,0.15,0.012,0.1598,0.8402,0.0,0.3026,0.0232,0.0009,0.5636,0.0813,0.0211,0.185025818,0.952,0.773888436,No,77813.0,0.147,1.0,0.000677975,0.998920669,7.166666667,28,19,19
6073008340,12,UNIVERSITY,0.241359609,9104,4144,0.172,0.036,0.024,0.025,0.046,0.174,0.013,0.0796,0.9204,0.0,0.3089,0.1002,0.0,0.5232,0.0165,0.007,0.123018147,0.97,0.107145687,No,89492.0,0.122,1.0,0.197350435,0.408767245,12.11820934,57,28,20
6073008341,12,UNIVERSITY,-0.301975358,7953,3472,0.178,0.042,0.037,0.043,0.062,0.199,0.022,0.0571,0.9429,0.0016,0.4828,0.0172,0.0,0.4439,0.0152,0.0037,0.246187364,0.862,-0.096750357,No,64324.0,0.173,1.0,0.948070461,1.0,16.5016555,28,10,7
6073008343,12,UNIVERSITY,0.11061921,5090,1997,0.169,0.035,0.031,0.03,0.05,0.173,0.016,0.1597,0.8403,0.0,0.3778,0.0029,0.0039,0.5149,0.0562,0.0135,0.196997437,0.915,0.39652015,No,63061.0,0.157,1.0,1.0,1.0,13.07996833,0,0,0
6073008344,12,UNIVERSITY,0.667375753,3560,1260,0.202,0.074,0.042,0.049,0.079,0.279,0.024,0.0739,0.9261,0.0,0.1301,0.0289,0.0045,0.7826,0.0135,0.0135,0.045688178,0.969,-0.012123765,No,111250.0,0.135,1.0,0.603239636,0.316291161,9.913841025,0,0,0
6073007905,11,COASTAL,0.463105734,2895,1292,0.199,0.037,0.029,0.027,0.039,0.175,0.014,0.1323,0.8677,0.0028,0.019,0.0045,0.0,0.9592,0.0097,0.0085,0.067047817,0.96,0.220453971,No,81455.0,0.119,1.0,1.0,1.0,17.24392631,61,13,11
6073007908,11,COASTAL,0.467126417,3269,1450,0.209,0.032,0.027,0.023,0.038,0.155,0.012,0.2796,0.7204,0.0028,0.0251,0.0061,0.0,0.892,0.037,0.0386,0.069034318,0.973,0.142662371,No,66225.0,0.123,1.0,1.0,1.0,16.54574043,18,8,3
6073008002,11,COASTAL,0.726559761,2968,1090,0.205,0.072,0.04,0.047,0.065,0.257,0.023,0.0869,0.9131,0.027,0.0195,0.0044,0.0,0.902,0.0044,0.0303,0.046735395,0.979,0.704633201,No,127250.0,0.122,0.969072165,0.142090006,0.094369548,10.96557971,0,0,0
6073008003,11,COASTAL,0.829685593,4154,1776,0.195,0.049,0.028,0.03,0.045,0.191,0.015,0.1582,0.8418,0.0,0.0474,0.0055,0.0,0.8544,0.0448,0.0118,0.058633239,0.975,0.742068265,No,105114.0,0.108,0.985002999,0.873277766,0.953509298,15.37673948,7,1,2
6073008006,11,COASTAL,0.838678147,3928,1911,0.195,0.058,0.03,0.034,0.049,0.209,0.017,0.0845,0.9155,0.0,0.0412,0.0125,0.0,0.9333,0.0094,0.0147,0.088713423,0.974,0.32547296,No,97395.0,0.109,0.92457293,0.928737926,0.917477004,16.13086544,16,0,4
6073008101,11,COASTAL,0.636215576,4021,1845,0.21,0.068,0.038,0.042,0.064,0.25,0.021,0.0627,0.9373,0.0119,0.0072,0.0062,0.0,0.9326,0.0177,0.0065,0.161626694,0.957,0.447410522,No,85625.0,0.123,1.0,0.328677643,1.0,17.48769111,31,3,7
6073008102,11,COASTAL,0.855453174,3603,1443,0.205,0.082,0.039,0.048,0.069,0.277,0.023,0.0797,0.9203,0.0,0.0278,0.0,0.0022,0.8937,0.0061,0.0062,0.043846154,0.966,0.854128515,No,144375.0,0.119,1.0,0.182123207,1.0,16.76618671,9,1,7
6073008200,11,COASTAL,0.841991158,2709,1688,0.183,0.117,0.047,0.072,0.085,0.342,0.033,0.0513,0.9487,0.0,0.0281,0.0122,0.0,0.9461,0.0,0.0,0.185154295,0.857,0.538357842,No,87321.0,0.141,1.0,0.908488545,1.0,18.24758621,105,19,33
6073008301,11,COASTAL,0.903891752,3058,1236,0.181,0.115,0.046,0.069,0.085,0.349,0.032,0.0526,0.9474,0.0049,0.0428,0.0078,0.0,0.9003,0.0108,0.0081,0.021946565,0.98,1.178845061,No,119375.0,0.136,0.924369748,0.0,0.0,7.7458834,0,0,0
6073008303,11,COASTAL,0.943020016,3618,1423,0.198,0.109,0.048,0.069,0.093,0.351,0.031,0.0666,0.9334,0.0,0.0473,0.0,0.0033,0.8881,0.0,0.0,0.024126456,0.993,1.123197545,No,161625.0,0.131,0.968369124,0.104864908,0.368543239,8.501166806,6,3,1
6073008306,12,UNIVERSITY,0.927198906,3226,1176,0.191,0.094,0.042,0.056,0.08,0.312,0.026,0.0818,0.9182,0.0,0.0552,0.0,0.0,0.8614,0.0294,0.0085,0.07261247,0.993,1.166009961,No,164583.0,0.125,1.0,0.11590469,0.279279279,8.324596985,1,0,0
6073008307,12,UNIVERSITY,0.477684783,3924,1528,0.21,0.09,0.054,0.067,0.097,0.326,0.032,0.1465,0.8535,0.0257,0.066,0.0173,0.0082,0.7982,0.0273,0.0098,0.049333333,0.965,0.935283233,No,92589.0,0.158,1.0,0.985576082,0.689246178,13.35581395,7,1,1
6073008310,11,COASTAL,0.544723688,6212,2291,0.205,0.1,0.051,0.067,0.095,0.34,0.031,0.1182,0.8818,0.0,0.1017,0.0375,0.0,0.8088,0.0241,0.0074,0.021071644,0.994,1.266400946,No,140910.0,0.144,0.834755193,0.081645756,0.039688427,7.839657283,1,1,0
6073008311,11,COASTAL,0.87937279,3138,1095,0.203,0.1,0.046,0.062,0.087,0.329,0.029,0.0966,0.9034,0.0032,0.1179,0.0,0.0025,0.8349,0.0118,0.0082,0.014145811,0.976,1.341958248,No,229583.0,0.131,1.0,0.027587081,0.518030513,6.440944882,0,1,0
6073008312,11,COASTAL,0.838463028,3872,1716,0.194,0.1,0.046,0.066,0.087,0.327,0.03,0.0759,0.9241,0.0,0.0839,0.0021,0.0,0.8848,0.0152,0.0029,0.161752988,0.978,0.600651582,No,129360.0,0.137,1.0,0.0,0.880132268,12.80376344,25,10,11
6073008313,11,COASTAL,1.033960729,2162,814,0.193,0.092,0.041,0.057,0.081,0.305,0.026,0.0828,0.9172,0.0,0.0749,0.0,0.0,0.8756,0.0222,0.0049,0.120779221,0.979,0.675513775,No,194643.0,0.125,1.0,0.26504497,0.792808989,7.320197419,0,0,0
6073008324,13,DEL MAR-MIRA MESA,0.817293862,7196,2983,0.205,0.084,0.042,0.052,0.079,0.297,0.024,0.0759,0.9241,0.0,0.1013,0.0043,0.0015,0.8399,0.0104,0.0,0.010063737,0.996,0.568859384,No,171250.0,0.123,1.0,0.497944967,0.0,9.549755378,26,5,6
6073008327,13,DEL MAR-MIRA MESA,0.769087835,6196,2511,0.192,0.065,0.032,0.037,0.065,0.247,0.019,0.0636,0.9364,0.0,0.2093,0.0245,0.0,0.7413,0.0047,0.006,0.009389671,0.989,1.177902895,No,153493.0,0.117,1.0,0.789203901,0.0,9.780173397,5,1,0
6073008328,13,DEL MAR-MIRA MESA,0.701747531,6663,2091,0.197,0.059,0.033,0.036,0.068,0.241,0.018,0.0657,0.9343,0.0,0.3662,0.024,0.0,0.5428,0.0132,0.0091,0.031941032,0.98,1.169009301,No,199613.0,0.125,1.0,0.0,0.0,7.0,0,0,0
6073008503,10,KEARNY MESA,0.45510227,6796,2829,0.24,0.067,0.052,0.055,0.085,0.279,0.028,0.3041,0.6959,0.0,0.0433,0.0079,0.0,0.8732,0.0213,0.0322,0.072961373,0.984,0.178631336,No,85714.0,0.173,1.0,0.2955645,0.312623125,10.77132235,9,1,4
6073008504,10,KEARNY MESA,0.655251898,5922,2172,0.227,0.071,0.048,0.054,0.084,0.29,0.027,0.1624,0.8376,0.011,0.0887,0.0032,0.0052,0.8114,0.0309,0.0433,0.0,0.971,0.747124233,No,89115.0,0.162,1.0,0.451048564,0.801860156,12.93973481,19,5,4
6073008505,10,KEARNY MESA,0.276435734,6571,2087,0.239,0.064,0.057,0.058,0.097,0.292,0.03,0.2581,0.7419,0.0023,0.2359,0.0123,0.0166,0.6238,0.0823,0.0168,0.05178514,0.965,-0.263593635,No,84966.0,0.199,1.0,0.503941649,0.84103479,12.75329481,20,2,5
6073008506,10,KEARNY MESA,0.217856264,4753,1568,0.223,0.061,0.047,0.048,0.082,0.269,0.025,0.3089,0.6911,0.0011,0.1405,0.0194,0.0,0.7747,0.0345,0.0434,0.025474757,0.946,0.379794548,No,81146.0,0.174,0.785749629,0.658243921,1.0,13.40459095,5,0,1
6073008507,10,KEARNY MESA,0.432670106,8062,2906,0.227,0.059,0.048,0.049,0.084,0.272,0.026,0.2555,0.7445,0.0,0.1163,0.0468,0.0252,0.6867,0.0474,0.0454,0.038216561,0.948,0.858183849,No,85707.0,0.182,0.987019798,0.948527554,0.651632359,13.46878076,14,12,8
6073008509,10,KEARNY MESA,0.245122699,8117,2799,0.231,0.062,0.049,0.05,0.086,0.28,0.026,0.1736,0.8264,0.0036,0.232,0.0519,0.0078,0.6309,0.0227,0.0454,0.017486339,0.913,0.515365395,No,82500.0,0.179,1.0,0.635792615,0.757635023,12.39091298,15,13,6
6073008510,10,KEARNY MESA,0.104351101,6821,2889,0.233,0.062,0.052,0.054,0.095,0.285,0.029,0.2407,0.7593,0.0057,0.1878,0.0355,0.0026,0.6235,0.0583,0.064,0.022981554,0.914,0.400193046,No,62753.0,0.195,0.807727136,0.902463604,1.0,14.17169491,9,7,6
6073008511,10,KEARNY MESA,0.387907948,4336,1815,0.204,0.05,0.035,0.035,0.064,0.23,0.019,0.2961,0.7039,0.0,0.2382,0.0406,0.0293,0.5547,0.1019,0.0523,0.040135844,0.974,0.680036102,No,85966.0,0.149,0.990505127,0.210250854,0.970755792,14.83333333,320,94,89
6073008512,10,KEARNY MESA,0.584686435,4632,1600,0.226,0.081,0.055,0.059,0.09,0.312,0.03,0.1392,0.8608,0.0,0.1062,0.016,0.0035,0.7778,0.0592,0.015,0.023404255,0.994,-0.139167622,No,98782.0,0.166,1.0,0.418295408,0.470069163,8.249276896,2,0,0
6073008513,10,KEARNY MESA,0.765826127,2944,1106,0.215,0.075,0.046,0.05,0.079,0.286,0.025,0.1379,0.8621,0.0,0.1382,0.0115,0.0,0.8281,0.0031,0.0154,0.009893455,0.977,0.759651731,No,109583.0,0.141,1.0,0.061207296,0.96023783,8.440544413,0,0,0
6073008345,12,UNIVERSITY,0.206274969,4170,1788,0.211,0.093,0.053,0.065,0.097,0.335,0.032,0.1391,0.8609,0.0072,0.1518,0.03,0.0,0.7775,0.0038,0.0201,0.14061557,0.946,0.927567944,No,83816.0,0.155,1.0,0.349196892,0.601720959,10.87883585,4,7,3
6073008346,13,DEL MAR-MIRA MESA,0.972430125,5020,1714,0.166,0.047,0.026,0.03,0.067,0.215,0.015,0.0727,0.9273,0.0,0.4631,0.01,0.0044,0.4767,0.0189,0.0,0.023941068,0.995,1.195405372,No,150597.0,0.125,1.0,0.003114957,0.0,6.382028411,35,30,7
6073008347,13,DEL MAR-MIRA MESA,0.617563733,7001,2132,0.18,0.049,0.035,0.038,0.084,0.248,0.02,0.1877,0.8123,0.0009,0.4119,0.0489,0.0049,0.3621,0.0556,0.0399,0.015056462,0.969,0.680683991,No,116696.0,0.167,1.0,0.018040775,0.0,9.620411159,0,0,0
6073008348,13,DEL MAR-MIRA MESA,0.600996747,5910,1796,0.173,0.043,0.032,0.035,0.079,0.229,0.018,0.0915,0.9085,0.0,0.5418,0.0252,0.0029,0.3387,0.0418,0.0161,0.084889045,0.97,0.912122719,No,111773.0,0.166,1.0,0.344310107,0.0,11.95396825,0,0,0
6073008349,13,DEL MAR-MIRA MESA,0.371737738,3970,1050,0.178,0.051,0.035,0.04,0.086,0.26,0.021,0.1766,0.8234,0.0,0.495,0.0128,0.0128,0.3418,0.0743,0.0219,0.04097951,0.961,0.223198701,No,114625.0,0.168,1.0,0.6060283,0.0,14.57258136,15,12,6
6073008350,13,DEL MAR-MIRA MESA,0.361997153,6555,2250,0.16,0.04,0.027,0.032,0.076,0.215,0.017,0.0772,0.9228,0.0,0.5808,0.0194,0.0,0.3391,0.0107,0.0,0.011430164,0.983,0.787819961,No,100701.0,0.16,0.99845988,0.406234525,0.0,10.21518265,100,45,32
6073008351,13,DEL MAR-MIRA MESA,0.33331009,4230,1349,0.182,0.046,0.035,0.04,0.092,0.258,0.021,0.1035,0.8965,0.0059,0.5222,0.0433,0.0,0.3111,0.0537,0.0474,0.074574793,0.942,0.773305831,No,94821.0,0.176,1.0,0.721078946,0.0,13.20168358,24,5,5
6073008352,13,DEL MAR-MIRA MESA,0.18200324,3722,1114,0.194,0.046,0.039,0.042,0.09,0.255,0.022,0.1765,0.8235,0.0,0.4621,0.0207,0.0019,0.3229,0.1064,0.0592,0.105744789,0.919,-0.372278132,No,92526.0,0.188,1.0,0.0,0.0,13.2018382,4,1,5
6073008353,13,DEL MAR-MIRA MESA,0.496543767,5286,1564,0.19,0.052,0.038,0.041,0.087,0.266,0.022,0.1402,0.8598,0.0078,0.482,0.0276,0.0028,0.3804,0.0206,0.0614,0.041469194,0.99,0.592979311,No,103114.0,0.167,1.0,0.0,0.0,7.110397312,0,0,0
6073008354,13,DEL MAR-MIRA MESA,0.364185952,8450,2768,0.171,0.039,0.026,0.029,0.068,0.212,0.015,0.1611,0.8389,0.0,0.4454,0.046,0.0159,0.317,0.0504,0.0293,0.017985612,0.965,0.941878544,No,112525.0,0.143,1.0,0.058560154,0.0,6.224261475,1,3,0
6073008355,13,DEL MAR-MIRA MESA,0.44746903,3484,993,0.166,0.046,0.03,0.035,0.08,0.241,0.018,0.0818,0.9182,0.0077,0.5319,0.1573,0.0029,0.2417,0.0057,0.0211,0.040792541,0.983,0.577387138,No,102750.0,0.16,1.0,0.699113505,0.0,13.53793918,15,8,1
6073008356,13,DEL MAR-MIRA MESA,0.325825479,4276,1371,0.182,0.047,0.035,0.038,0.08,0.241,0.02,0.1356,0.8644,0.0,0.5196,0.0339,0.0,0.3379,0.0486,0.0584,0.071761417,0.971,-0.017827544,No,94569.0,0.168,1.0,0.498215939,0.0,11.83955609,0,0,0
6073008357,13,DEL MAR-MIRA MESA,0.229552126,5462,1505,0.181,0.043,0.037,0.042,0.098,0.255,0.022,0.0769,0.9231,0.0106,0.6347,0.0278,0.0016,0.26,0.019,0.0651,0.049008168,0.977,0.24323592,No,93233.0,0.199,1.0,1.0,0.0,14.73371023,8,4,4
6073008358,13,DEL MAR-MIRA MESA,0.280785275,7384,2216,0.181,0.054,0.038,0.043,0.09,0.273,0.022,0.1595,0.8405,0.0,0.3784,0.0827,0.0502,0.3604,0.0528,0.0429,0.050387597,0.949,0.449345602,No,100570.0,0.176,0.579798596,0.748083148,0.0,14.32016455,25,5,9
6073008359,13,DEL MAR-MIRA MESA,-0.166766279,4808,1868,0.195,0.035,0.032,0.031,0.065,0.196,0.017,0.2467,0.7533,0.0,0.3964,0.0376,0.0,0.4569,0.0551,0.0471,0.096760623,0.978,-1.232727988,Yes,58494.0,0.171,0.005786164,0.320711926,0.0,15.52577835,13,9,6
6073008360,13,DEL MAR-MIRA MESA,0.285294367,6707,2119,0.193,0.045,0.034,0.036,0.079,0.233,0.02,0.175,0.825,0.0015,0.4901,0.0552,0.0095,0.3079,0.042,0.025,0.025752167,0.954,0.484914729,No,77083.0,0.173,0.375960389,0.363456372,0.0,14.08840124,25,4,3
6073008361,12,UNIVERSITY,0.361186327,2581,1273,0.201,0.042,0.036,0.034,0.057,0.189,0.018,0.1213,0.8787,0.0043,0.2743,0.0008,0.0,0.6567,0.005,0.0189,0.323134328,0.877,0.893942597,No,60513.0,0.145,1.0,1.0,1.0,13.19537002,17,6,5
6073008362,12,UNIVERSITY,0.505871933,3542,1568,0.196,0.054,0.034,0.036,0.061,0.224,0.018,0.0822,0.9178,0.0,0.1587,0.048,0.0,0.7453,0.0034,0.0287,0.09063981,0.984,0.343621759,No,95222.0,0.129,1.0,0.612883755,1.0,11.71175355,11,4,4
6073008363,12,UNIVERSITY,0.071808397,5500,2164,0.152,0.019,0.02,0.017,0.035,0.13,0.009,0.1331,0.8669,0.0,0.6227,0.0035,0.0,0.356,0.0053,0.0088,0.301156905,0.872,0.37959852,No,67762.0,0.144,1.0,1.0,1.0,10.22113621,5,2,1
6073008364,12,UNIVERSITY,-0.027201096,5811,2737,0.179,0.037,0.026,0.026,0.045,0.167,0.013,0.0766,0.9234,0.0028,0.3844,0.0057,0.0,0.5395,0.0189,0.0,0.267614339,0.936,0.672524981,No,73289.0,0.125,1.0,0.880863428,1.0,13.11591154,1,1,2
6073008365,13,DEL MAR-MIRA MESA,0.858088413,3152,957,0.177,0.053,0.032,0.036,0.079,0.247,0.019,0.0606,0.9394,0.0038,0.3836,0.0171,0.0,0.5549,0.0019,0.0146,0.031465848,1.0,1.093910306,No,160500.0,0.138,1.0,0.0,0.0,6.632977,0,0,0
6073008366,13,DEL MAR-MIRA MESA,0.9133428,7061,2236,0.173,0.049,0.027,0.031,0.07,0.223,0.016,0.0746,0.9254,0.0,0.3869,0.0,0.0099,0.5198,0.0024,0.0,0.0,1.0,1.292977925,No,171677.0,0.125,1.0,0.043315817,0.0,5.666666667,0,0,0
6073008501,10,KEARNY MESA,0.602853069,5775,2148,0.229,0.068,0.047,0.049,0.078,0.269,0.025,0.2055,0.7945,0.0045,0.0377,0.0,0.0,0.8897,0.0185,0.0438,0.070322581,0.982,0.104595443,No,102500.0,0.154,0.941567065,0.001584877,0.0,11.50804069,0,2,1
6073008502,10,KEARNY MESA,0.188828975,6915,2324,0.225,0.066,0.048,0.051,0.082,0.279,0.026,0.2085,0.7915,0.0068,0.1257,0.015,0.0,0.7524,0.0351,0.028,0.082224194,0.979,-0.197751756,No,81214.0,0.165,1.0,0.71304269,0.907867329,13.37654321,12,11,4
