tract,sra_id,sra,hpi2022,totpop,tothhs,bmi30plus_pct,cancer_pct,copd_pct,chd_pct,diabetes_pct,hbp_pct,stroke_pct,hispanic_pct,nonhisp_pct,aian_pct,asian_pct,black_pct,nhpi_pct,white_pct,race_other_pct,hhs_snap_pct,active_commute,auto_access,insurance,lowincome_bin,median_income,lowphysactiv_pct,park_access,supermkt_access,transit_access,walkability,num_full_restaurants,num_fast_food,num_snack_nonalcbev_bars
6073009502,17,ELLIOTT-NAVAJO,0.542845695,4081,1523,0.215,0.069,0.044,0.048,0.08,0.282,0.024,0.136,0.864,0.0265,0.1615,0.0654,0.0,0.6562,0.0255,0.0098,0.037127504,1.0,0.235804731,No,91340.0,0.148,1.0,0.63351299,0.0,12.84940985,18,4,6
6073009504,17,ELLIOTT-NAVAJO,0.79126638,6621,2043,0.196,0.057,0.035,0.036,0.068,0.241,0.019,0.1163,0.8837,0.0,0.1766,0.0358,0.0085,0.7511,0.0038,0.0049,0.019515721,0.983,0.901936392,No,163472.0,0.128,0.978694623,0.027687741,0.0,5.545566746,0,1,1
6073009505,17,ELLIOTT-NAVAJO,0.753860911,7477,2665,0.208,0.064,0.039,0.042,0.074,0.263,0.021,0.1177,0.8823,0.002,0.2005,0.0444,0.0,0.6787,0.0169,0.0041,0.027400977,0.976,0.796565677,No,119980.0,0.136,1.0,0.130892335,0.0,7.420487008,2,0,0
6073009506,17,ELLIOTT-NAVAJO,0.735979246,4512,1651,0.212,0.068,0.04,0.042,0.072,0.266,0.022,0.1192,0.8808,0.0031,0.1086,0.0366,0.0018,0.7121,0.0508,0.0091,0.014371813,0.985,1.194480734,No,126442.0,0.133,1.0,0.664830997,0.0,10.23820258,0,0,0
6073009507,17,ELLIOTT-NAVAJO,0.401771654,3778,1390,0.223,0.062,0.046,0.045,0.077,0.267,0.023,0.1935,0.8065,0.0,0.0948,0.0476,0.0,0.7705,0.0302,0.0482,0.007598784,0.987,0.638012294,No,94545.0,0.151,1.0,0.008829939,0.0,4.937671172,0,0,0
6073009509,17,ELLIOTT-NAVAJO,0.42490023,4165,1895,0.197,0.045,0.03,0.031,0.052,0.198,0.016,0.1316,0.8684,0.0,0.2329,0.0269,0.0125,0.6206,0.0132,0.0554,0.007888805,0.994,0.77716966,No,85048.0,0.122,1.0,0.230442229,0.042069632,9.725107229,29,11,17
6073009510,17,ELLIOTT-NAVAJO,-0.753397815,4790,1272,0.254,0.022,0.029,0.016,0.035,0.15,0.011,0.2441,0.7559,0.0,0.0405,0.095,0.0073,0.7257,0.0046,0.0118,0.00386349,1.0,1.278290683,No,70708.0,0.163,1.0,0.339499136,0.0,12.28285483,3,1,0
6073009511,17,ELLIOTT-NAVAJO,-0.775730468,4517,1039,0.247,0.023,0.025,0.014,0.033,0.16,0.01,0.2486,0.7514,0.0,0.0248,0.0901,0.0131,0.7388,0.0275,0.0337,0.0,1.0,1.370540505,No,75429.0,0.147,1.0,0.293109773,0.0,11.76576473,0,1,0
6073009602,17,ELLIOTT-NAVAJO,0.563441885,4162,1693,0.216,0.084,0.051,0.059,0.085,0.305,0.029,0.2054,0.7946,0.0043,0.0622,0.032,0.0267,0.7792,0.062,0.049,0.030563515,0.967,0.644241777,No,91653.0,0.161,1.0,0.352878202,0.440529801,11.96378981,3,2,1
6073009603,17,ELLIOTT-NAVAJO,0.06840772,5444,2793,0.224,0.053,0.041,0.042,0.065,0.233,0.022,0.2851,0.7149,0.0189,0.1102,0.119,0.0,0.6247,0.0593,0.0304,0.054429997,0.927,-0.26499175,No,66113.0,0.16,1.0,0.005343302,1.0,13.56984302,15,5,6
6073009604,17,ELLIOTT-NAVAJO,0.377768257,3693,1450,0.233,0.072,0.052,0.054,0.082,0.286,0.028,0.2529,0.7471,0.0062,0.0877,0.0509,0.0,0.782,0.0203,0.0379,0.012280702,0.96,0.623465962,No,86250.0,0.173,1.0,0.432076808,0.974520289,13.70262717,18,10,9
6073009703,17,ELLIOTT-NAVAJO,0.446485943,3445,1340,0.221,0.083,0.05,0.057,0.082,0.304,0.028,0.1379,0.8621,0.0035,0.0714,0.0171,0.0,0.8595,0.0142,0.0254,0.090537781,0.983,0.620866269,No,98625.0,0.153,1.0,0.0,0.0,14.10251886,2,2,1
6073009704,17,ELLIOTT-NAVAJO,0.656859936,6013,2426,0.22,0.076,0.046,0.051,0.081,0.289,0.026,0.1216,0.8784,0.0,0.1257,0.0446,0.0,0.7875,0.0088,0.0313,0.012889366,0.978,0.031055956,No,113617.0,0.145,1.0,0.174448633,0.0,8.160165188,0,0,3
6073009705,17,ELLIOTT-NAVAJO,0.545543787,4121,1502,0.216,0.084,0.046,0.058,0.081,0.306,0.028,0.1703,0.8297,0.0024,0.0517,0.0446,0.0,0.8119,0.0194,0.0226,0.044684854,0.996,1.000552391,No,121116.0,0.151,1.0,0.208884214,0.0,8.958402074,3,0,0
6073009706,17,ELLIOTT-NAVAJO,0.618372063,7273,2775,0.207,0.097,0.053,0.065,0.09,0.328,0.032,0.1651,0.8349,0.0082,0.0478,0.0359,0.0,0.854,0.0253,0.013,0.018776303,0.965,0.401237308,No,117409.0,0.152,1.0,0.518990435,0.167381361,9.963633139,3,1,1
6073009801,17,ELLIOTT-NAVAJO,0.661675441,5134,2129,0.208,0.087,0.047,0.058,0.081,0.309,0.029,0.1264,0.8736,0.0183,0.0534,0.0193,0.0,0.8161,0.0226,0.0211,0.027552674,0.925,0.984269555,No,93125.0,0.145,1.0,0.271464432,0.0,13.08311452,6,2,3
6073008600,10,KEARNY MESA,-0.247575063,7177,2010,0.275,0.048,0.064,0.062,0.124,0.291,0.035,0.5086,0.4914,0.03,0.1828,0.0527,0.0,0.5873,0.1051,0.1343,0.105277186,0.964,-1.717025504,Yes,53958.0,0.283,1.0,0.50758374,0.724796037,11.52403143,7,5,3
6073008701,10,KEARNY MESA,-0.060658487,3165,1190,0.222,0.043,0.034,0.032,0.06,0.213,0.018,0.2322,0.7678,0.0,0.1776,0.0976,0.0,0.5984,0.0531,0.0437,0.033448674,0.935,0.755737663,No,73770.0,0.165,0.951502529,0.116344296,1.0,14.64267352,2,2,1
6073008702,10,KEARNY MESA,0.015530425,5439,1772,0.227,0.061,0.051,0.052,0.086,0.272,0.028,0.2749,0.7251,0.0235,0.1024,0.0772,0.0268,0.6178,0.0349,0.0779,0.10920546,0.937,-0.011923686,No,79853.0,0.194,0.572992701,0.303853771,0.787168652,11.52125705,15,15,17
6073008800,10,KEARNY MESA,-0.39065842,7092,2008,0.229,0.047,0.054,0.059,0.127,0.3,0.032,0.2511,0.7489,0.0035,0.4511,0.0437,0.0016,0.3804,0.065,0.1379,0.097495528,0.862,-0.95577466,No,60690.0,0.26,0.964932127,0.789507385,0.861829347,13.40098152,14,3,2
6073008901,10,KEARNY MESA,0.106865439,5402,2381,0.227,0.051,0.039,0.041,0.073,0.238,0.021,0.3175,0.6825,0.0,0.159,0.0472,0.0,0.635,0.0559,0.0055,0.050590842,0.943,-0.559113994,No,79827.0,0.16,0.695941727,0.243019051,1.0,11.47990196,6,0,2
6073008902,10,KEARNY MESA,0.093057846,2132,1245,0.206,0.062,0.036,0.041,0.064,0.24,0.021,0.19,0.81,0.0,0.0633,0.0371,0.0,0.8565,0.0295,0.0,0.064935065,0.928,0.462393925,No,82560.0,0.132,0.584871679,0.003724816,0.651058082,11.05184851,50,13,11
6073009000,10,KEARNY MESA,-0.04664741,4566,1262,0.254,0.051,0.054,0.052,0.097,0.278,0.028,0.502,0.498,0.002,0.1128,0.0399,0.0074,0.7004,0.0521,0.088,0.215469613,0.927,-1.325102033,No,70788.0,0.218,1.0,0.495395731,1.0,11.83333333,0,0,0
6073009101,10,KEARNY MESA,0.589480124,5991,2324,0.216,0.074,0.043,0.049,0.075,0.273,0.024,0.1511,0.8489,0.0,0.0564,0.0239,0.0035,0.8129,0.0527,0.028,0.01611797,0.993,0.146270455,No,114844.0,0.142,1.0,0.468054339,0.170364799,12.69866408,7,2,0
6073009102,10,KEARNY MESA,0.016367025,3684,1841,0.236,0.047,0.046,0.044,0.072,0.236,0.023,0.3035,0.6965,0.009,0.0893,0.0494,0.0043,0.7223,0.0554,0.0733,0.056935818,0.877,-0.314976146,Yes,53272.0,0.179,1.0,0.613073007,0.0,14.12229379,5,4,6
6073009103,10,KEARNY MESA,0.788520184,3606,1522,0.216,0.077,0.047,0.053,0.077,0.294,0.026,0.178,0.822,0.0216,0.0272,0.0147,0.0,0.8885,0.008,0.0217,0.073705179,0.951,0.50911795,No,93500.0,0.15,1.0,0.584157323,0.0,12.80598179,6,0,2
6073009104,10,KEARNY MESA,0.535510296,3103,1192,0.218,0.084,0.048,0.057,0.082,0.313,0.028,0.147,0.853,0.0,0.0612,0.0068,0.0,0.8714,0.0106,0.021,0.044516129,0.954,-0.273308025,No,107366.0,0.146,1.0,0.0,0.033513514,9.604733912,6,0,1
6073009107,10,KEARNY MESA,0.214689813,4817,2118,0.229,0.045,0.041,0.038,0.062,0.214,0.02,0.1729,0.8271,0.0,0.0951,0.0388,0.0,0.7745,0.0303,0.017,0.092715232,0.952,0.569628132,No,69496.0,0.16,1.0,0.0,1.0,15.71032672,14,6,9
6073009201,10,KEARNY MESA,-0.30722106,5885,1902,0.228,0.042,0.037,0.035,0.065,0.221,0.019,0.2788,0.7212,0.0019,0.1541,0.1742,0.0014,0.5619,0.034,0.0578,0.003270349,0.934,0.3775336,No,61535.0,0.17,1.0,0.008953275,0.176306342,13.72951377,1,3,0
6073009202,10,KEARNY MESA,0.585162453,5944,2437,0.209,0.061,0.04,0.044,0.07,0.252,0.022,0.1746,0.8254,0.0019,0.1465,0.0498,0.0022,0.6822,0.0214,0.0127,0.016302846,0.951,0.856503074,No,100769.0,0.146,0.90469738,0.179806148,0.077009937,11.97216417,6,4,3
6073009301,10,KEARNY MESA,0.321607665,4911,1941,0.24,0.057,0.049,0.049,0.085,0.264,0.026,0.2248,0.7752,0.0057,0.1835,0.0503,0.0,0.594,0.035,0.05,0.014626636,0.979,0.947529052,No,70625.0,0.182,1.0,0.0,0.0,13.04432555,2,1,1
6073009304,10,KEARNY MESA,0.256688488,9130,4278,0.21,0.032,0.028,0.024,0.045,0.174,0.013,0.2401,0.7599,0.0023,0.0849,0.0605,0.0,0.7738,0.0653,0.025,0.083750751,0.956,0.832903272,No,76026.0,0.134,0.529582075,0.491798906,1.0,17.19742705,71,45,29
6073009305,10,KEARNY MESA,0.318466278,4714,2049,0.207,0.048,0.033,0.034,0.059,0.217,0.018,0.2499,0.7501,0.0055,0.0995,0.049,0.0,0.7087,0.0333,0.0176,0.047181628,0.953,0.918605704,No,99275.0,0.136,1.0,0.0,0.089572193,9.273902088,2,0,0
6073009306,10,KEARNY MESA,0.547593089,5667,2334,0.222,0.053,0.039,0.038,0.068,0.244,0.02,0.1576,0.8424,0.0,0.1625,0.0886,0.0042,0.6128,0.0517,0.0317,0.049874617,0.992,0.501307483,No,89583.0,0.153,0.602791197,0.294028477,0.0,13.02932687,5,10,6
6073010900,3,CORONADO,0.704777583,2072,892,0.208,0.094,0.046,0.058,0.08,0.314,0.028,0.0825,0.9175,0.0,0.0232,0.0222,0.0068,0.9194,0.0,0.0303,0.160092807,0.944,0.498227331,No,119313.0,0.129,1.0,0.92941395,0.944,15.06961822,10,1,3
6073011000,3,CORONADO,0.571221271,3732,1621,0.2,0.083,0.04,0.051,0.073,0.285,0.025,0.1718,0.8282,0.0003,0.0322,0.0123,0.0,0.9118,0.0228,0.0049,0.147420147,0.978,1.280786522,No,102578.0,0.129,1.0,0.977555967,1.0,16.51323029,14,4,5
6073011100,3,CORONADO,0.420150877,4669,1828,0.22,0.077,0.046,0.05,0.075,0.279,0.025,0.1219,0.8781,0.0062,0.0358,0.0086,0.0,0.8878,0.0054,0.0241,0.221836228,0.934,0.653855396,No,110602.0,0.138,0.994862088,0.471195457,1.0,15.81990137,12,2,0
6073011601,4,NATIONAL CITY,-0.485436776,5593,1716,0.31,0.04,0.055,0.054,0.129,0.282,0.03,0.8496,0.1504,0.0011,0.0533,0.0449,0.0,0.7964,0.0751,0.1707,0.075155763,0.922,-0.400819488,Yes,35688.0,0.302,0.987777966,1.0,1.0,15.32008539,19,4,2
6073011602,4,NATIONAL CITY,-0.558280613,3847,1070,0.301,0.048,0.058,0.062,0.134,0.313,0.035,0.7835,0.2165,0.0021,0.0437,0.0483,0.0,0.7481,0.1411,0.1766,0.142032333,0.84,-1.239907459,Yes,42740.0,0.301,0.587050805,1.0,1.0,16.02606794,13,5,1
6073011700,4,NATIONAL CITY,-0.541135526,6083,2239,0.253,0.055,0.057,0.069,0.147,0.336,0.037,0.5811,0.4189,0.0028,0.3201,0.0334,0.0,0.5545,0.0806,0.1675,0.150301464,0.79,-1.023056079,Yes,31609.0,0.289,0.957330577,1.0,1.0,18.22725786,54,27,16
6073011801,4,NATIONAL CITY,-0.732297202,3722,1037,0.291,0.043,0.05,0.054,0.125,0.291,0.029,0.6956,0.3044,0.0,0.1604,0.0298,0.0048,0.6811,0.1053,0.1446,0.11375948,0.883,-1.98639625,Yes,47668.0,0.283,0.478667003,1.0,1.0,16.64527521,19,1,7
6073011802,4,NATIONAL CITY,-0.529475939,7893,1915,0.292,0.039,0.052,0.05,0.12,0.284,0.029,0.7695,0.2305,0.0,0.1366,0.0452,0.012,0.6866,0.0917,0.2016,0.098280895,0.948,-1.678256029,Yes,44624.0,0.299,0.84349503,1.0,1.0,14.24426774,15,6,5
6073011902,4,NATIONAL CITY,0.017015188,5650,1574,0.231,0.06,0.045,0.058,0.121,0.316,0.031,0.5869,0.4131,0.0027,0.2099,0.0671,0.0179,0.6253,0.0354,0.0928,0.062753036,0.9,-0.550077936,No,73922.0,0.236,0.890011437,0.959311954,0.822531453,13.94085924,8,3,1
6073012002,4,NATIONAL CITY,-0.634796673,3851,1164,0.221,0.063,0.064,0.086,0.179,0.367,0.045,0.3952,0.6048,0.0062,0.5165,0.039,0.0,0.3796,0.0384,0.2191,0.102643857,0.709,-1.196104129,Yes,27101.0,0.318,0.803348554,1.0,0.98782344,15.97944967,15,3,6
6073012003,4,NATIONAL CITY,-0.179325085,3617,922,0.238,0.051,0.045,0.054,0.118,0.296,0.028,0.5784,0.4216,0.0072,0.2944,0.029,0.0069,0.5165,0.1081,0.1681,0.048955614,0.985,-0.044141976,No,73421.0,0.238,0.420173083,0.981058323,0.738883915,14.81638176,19,6,4
6073012101,4,NATIONAL CITY,-0.302905232,2269,621,0.297,0.057,0.064,0.07,0.14,0.317,0.038,0.729,0.271,0.0066,0.1234,0.011,0.0,0.6474,0.1626,0.132,0.145758662,0.882,0.200286569,Yes,45688.0,0.299,1.0,1.0,1.0,15.66666667,6,2,1
6073009802,17,ELLIOTT-NAVAJO,0.262708872,6468,2420,0.241,0.066,0.055,0.055,0.087,0.275,0.029,0.2214,0.7786,0.0,0.0914,0.0657,0.0,0.6974,0.1104,0.0682,0.0,0.965,0.556271494,No,80855.0,0.18,0.725946566,0.83409157,0.0,13.30399061,4,6,0
6073009804,17,ELLIOTT-NAVAJO,0.467301082,5022,1860,0.225,0.083,0.054,0.059,0.089,0.308,0.03,0.178,0.822,0.0014,0.0635,0.0088,0.0026,0.865,0.007,0.0226,0.060240964,0.982,0.677857953,No,104817.0,0.162,0.79928766,0.276236574,0.0,10.45766985,6,2,5
6073009805,17,ELLIOTT-NAVAJO,0.732802251,4940,2034,0.225,0.081,0.05,0.053,0.084,0.309,0.027,0.1344,0.8656,0.0,0.0603,0.0188,0.0071,0.8595,0.0032,0.0585,0.014510779,0.976,1.139326797,No,92396.0,0.15,1.0,0.185241811,0.0,6.607328411,0,0,1
6073010001,22,SOUTH BAY,0.141862517,3693,1080,0.238,0.052,0.044,0.051,0.113,0.287,0.027,0.6244,0.3756,0.01,0.1728,0.0184,0.0032,0.6542,0.0988,0.0491,0.03627907,0.972,0.306891141,No,78359.0,0.234,1.0,0.339415004,1.0,13.32092735,8,7,3
6073010003,22,SOUTH BAY,0.093200517,6521,1516,0.244,0.056,0.046,0.055,0.122,0.31,0.029,0.6876,0.3124,0.0067,0.1276,0.0271,0.0701,0.6628,0.0745,0.1181,0.050974513,0.971,0.366632982,No,80556.0,0.238,1.0,0.440327944,1.0,11.58697187,0,0,0
6073010004,22,SOUTH BAY,-0.514133094,4732,1134,0.282,0.053,0.055,0.063,0.138,0.317,0.033,0.7745,0.2255,0.0,0.1124,0.0446,0.0118,0.727,0.0978,0.1605,0.025303644,0.97,-0.42731405,No,62250.0,0.283,1.0,0.842408873,1.0,12.38300112,0,0,0
6073010005,22,SOUTH BAY,-0.702757875,7955,2025,0.319,0.052,0.063,0.07,0.158,0.323,0.039,0.9223,0.0777,0.0,0.0289,0.0029,0.0,0.8319,0.1074,0.3047,0.088224158,0.869,-0.3777787,Yes,39439.0,0.332,1.0,0.991484205,0.983844692,10.49639673,3,1,1
6073010009,22,SOUTH BAY,-0.412480495,7053,1721,0.328,0.038,0.055,0.052,0.129,0.284,0.03,0.963,0.037,0.0023,0.0058,0.0057,0.0,0.8352,0.1453,0.2795,0.172379697,0.921,-0.700252946,Yes,46788.0,0.311,1.0,0.865853822,0.824294039,13.81160258,15,18,11
6073010010,22,SOUTH BAY,-0.602772463,5846,1707,0.279,0.061,0.063,0.072,0.144,0.329,0.038,0.7523,0.2477,0.0,0.129,0.0306,0.0,0.755,0.0759,0.1178,0.052480916,0.893,-0.531066547,Yes,44609.0,0.29,1.0,0.654919664,1.0,14.02313054,13,1,0
6073010011,22,SOUTH BAY,-0.23628887,4066,952,0.264,0.054,0.054,0.061,0.133,0.311,0.033,0.6707,0.3293,0.0,0.1394,0.0834,0.0,0.6621,0.0659,0.1796,0.064171123,0.959,-0.383148918,No,75350.0,0.262,1.0,0.177951828,1.0,12.90006707,3,1,3
6073010012,22,SOUTH BAY,-0.881253518,5283,1321,0.306,0.042,0.05,0.052,0.124,0.279,0.029,0.9703,0.0297,0.0023,0.0042,0.0047,0.0,0.8874,0.0871,0.2006,0.117674858,0.906,-1.900798564,Yes,47750.0,0.301,1.0,1.0,1.0,13.22606262,4,4,1
6073010013,22,SOUTH BAY,-0.828630338,5639,1476,0.339,0.048,0.069,0.074,0.163,0.331,0.04,0.9601,0.0399,0.0025,0.0172,0.0096,0.0,0.8647,0.088,0.2764,0.165635412,0.866,-1.432230398,Yes,43856.0,0.358,1.0,1.0,1.0,16.35039459,13,3,1
6073010014,22,SOUTH BAY,-0.328367866,19644,4200,0.248,0.032,0.031,0.031,0.075,0.235,0.018,0.4962,0.5038,0.0048,0.1857,0.1228,0.0012,0.5672,0.0545,0.0321,0.026228603,1.0,0.101919066,No,91846.0,0.191,0.999943436,0.216441253,0.39295209,9.05454561,15,15,9
6073010015,22,SOUTH BAY,-0.18439035,3062,709,0.261,0.039,0.033,0.036,0.091,0.236,0.02,0.872,0.128,0.0,0.0376,0.0196,0.0,0.7782,0.1228,0.1086,0.05578635,0.972,-0.190131659,No,99083.0,0.22,0.980734927,0.355177688,0.260435248,6.5,40,15,6
6073010103,22,SOUTH BAY,-0.34029389,6422,1873,0.287,0.048,0.053,0.054,0.117,0.285,0.03,0.7301,0.2699,0.0003,0.0224,0.0547,0.0199,0.7463,0.1124,0.1436,0.089567966,0.894,0.345667253,Yes,46354.0,0.264,0.943077752,0.812434199,0.998383911,14.84309722,31,11,6
6073010104,22,SOUTH BAY,-0.135837542,3867,1058,0.25,0.062,0.058,0.061,0.115,0.31,0.032,0.5428,0.4572,0.0,0.1598,0.0763,0.0,0.6848,0.0349,0.138,0.080257762,0.942,0.469576185,No,61801.0,0.234,1.0,0.373692696,1.0,12.43696581,0,0,1
6073010106,22,SOUTH BAY,-0.558525568,6111,1596,0.3,0.05,0.055,0.057,0.131,0.305,0.032,0.8503,0.1497,0.0072,0.0321,0.0113,0.0,0.7673,0.1419,0.2212,0.119569892,0.897,0.338878322,Yes,45417.0,0.292,1.0,0.787797341,1.0,15.46981342,9,6,4
6073010107,22,SOUTH BAY,-0.14006732,6932,1726,0.272,0.049,0.052,0.056,0.122,0.293,0.03,0.7338,0.2662,0.0,0.0968,0.0443,0.0,0.7374,0.0894,0.091,0.046464056,0.982,-1.881064412,No,64386.0,0.26,1.0,0.901730843,1.0,14.18434023,9,5,1
6073010109,22,SOUTH BAY,-0.087438721,4900,1187,0.25,0.044,0.039,0.043,0.106,0.268,0.023,0.7631,0.2369,0.0,0.0784,0.022,0.0,0.7622,0.0847,0.1281,0.038077969,0.955,-0.45910179,No,74118.0,0.228,1.0,0.431594029,0.928400435,7.448361893,0,0,0
6073010110,22,SOUTH BAY,-0.471192275,8241,2136,0.277,0.049,0.059,0.062,0.138,0.309,0.034,0.6653,0.3347,0.0045,0.1736,0.0069,0.0,0.6949,0.0519,0.1938,0.075180565,0.97,0.216007754,Yes,55996.0,0.289,1.0,0.461965452,1.0,13.13571311,8,0,0
6073010111,22,SOUTH BAY,-0.619659027,3328,769,0.331,0.045,0.064,0.066,0.148,0.316,0.036,0.9008,0.0992,0.0,0.009,0.0042,0.0,0.9023,0.0691,0.2562,0.112331081,0.945,0.107200754,Yes,46723.0,0.334,1.0,1.0,1.0,14.39791005,5,1,2
6073010112,22,SOUTH BAY,-0.726899933,5149,1359,0.318,0.036,0.051,0.047,0.116,0.272,0.027,0.8825,0.1175,0.0,0.0243,0.0383,0.0,0.8297,0.0849,0.2509,0.084507042,0.97,-1.875910934,Yes,43193.0,0.299,1.0,0.000661864,1.0,14.25593395,0,0,0
6073010200,22,SOUTH BAY,-0.293002447,6998,2426,0.251,0.053,0.052,0.049,0.084,0.263,0.026,0.4197,0.5803,0.0156,0.0519,0.0313,0.0,0.7175,0.0244,0.0441,0.092901537,0.974,-0.929915312,No,65737.0,0.194,1.0,0.170120249,0.910735294,13.80384598,30,4,3
6073010300,22,SOUTH BAY,-0.117090331,4462,1353,0.279,0.06,0.061,0.062,0.114,0.305,0.033,0.4146,0.5854,0.0067,0.084,0.0276,0.0018,0.762,0.0294,0.1929,0.098102981,0.94,0.070934429,No,61131.0,0.232,1.0,0.450151804,1.0,13.19642995,0,0,0
6073010401,22,SOUTH BAY,-0.556860694,2329,768,0.299,0.042,0.056,0.05,0.104,0.258,0.028,0.5157,0.4843,0.0039,0.0369,0.0674,0.0021,0.7351,0.067,0.194,0.094230769,0.931,-0.771429135,Yes,51827.0,0.264,0.697721725,0.328537699,1.0,14.66666667,1,4,1
6073010402,22,SOUTH BAY,-0.389233347,6171,1879,0.268,0.041,0.05,0.045,0.098,0.255,0.026,0.6615,0.3385,0.025,0.1202,0.0339,0.0,0.6834,0.099,0.1171,0.083972253,0.95,-1.081341999,Yes,47054.0,0.248,0.639978409,0.00018443,1.0,13.26167037,5,2,0
6073010501,22,SOUTH BAY,-0.01274277,1490,562,0.247,0.064,0.055,0.055,0.095,0.292,0.029,0.3644,0.6356,0.0,0.0383,0.0,0.0,0.8101,0.0685,0.0516,0.15282392,0.919,-0.584998271,No,71500.0,0.192,1.0,0.540753715,1.0,15.83333333,8,1,3
6073010502,22,SOUTH BAY,-0.396212797,5785,1853,0.289,0.043,0.055,0.048,0.1,0.275,0.027,0.5763,0.4237,0.0026,0.1034,0.0676,0.0315,0.6589,0.0646,0.1554,0.077680525,0.937,-0.955114225,Yes,47133.0,0.248,1.0,0.670365544,1.0,15.76244749,22,13,8
6073010601,3,CORONADO,0.400378819,2307,970,0.214,0.101,0.049,0.068,0.097,0.35,0.031,0.2432,0.7568,0.0078,0.0325,0.0104,0.0,0.9046,0.0,0.0072,0.007886435,0.993,0.919632107,No,130457.0,0.145,1.0,0.0,0.543958627,11.12543117,5,1,0
6073010800,3,CORONADO,0.562709377,2745,1167,0.217,0.08,0.045,0.05,0.074,0.275,0.025,0.0226,0.9774,0.0022,0.0342,0.0,0.0,0.9457,0.0,0.0103,0.209233792,0.977,1.073316723,No,101775.0,0.129,1.0,0.7957475,0.981589958,14.97719109,4,1,7
6073013310,20,SWEETWATER,0.140199084,29528,8640,0.221,0.04,0.031,0.035,0.083,0.237,0.019,0.4602,0.5398,0.0101,0.3266,0.076,0.0076,0.4784,0.0602,0.0883,0.028832292,0.98,0.271647346,No,97956.0,0.186,1.0,0.187958264,0.855697514,14.46508486,19,15,9
6073013311,20,SWEETWATER,0.171316552,11324,3078,0.222,0.043,0.031,0.032,0.079,0.231,0.018,0.4913,0.5087,0.0048,0.2239,0.0745,0.0081,0.5833,0.0224,0.0224,0.006017846,0.974,0.77026127,No,102118.0,0.17,1.0,0.622937014,0.0,11.31369253,11,8,5
6073013312,20,SWEETWATER,0.074671825,2703,762,0.259,0.05,0.042,0.043,0.094,0.258,0.024,0.7536,0.2464,0.0141,0.04,0.0803,0.0,0.7148,0.0869,0.0761,0.050905953,0.982,0.573438002,No,71719.0,0.21,1.0,0.35305174,0.0,14.66666667,0,0,0
6073013313,20,SWEETWATER,0.267129231,15935,4382,0.211,0.036,0.027,0.029,0.075,0.207,0.016,0.3799,0.6201,0.0008,0.3669,0.0697,0.0031,0.4492,0.0375,0.0233,0.017714286,0.985,0.344072372,No,120247.0,0.177,1.0,0.0708861,0.0,9.666666667,37,18,16
6073013313,20,SWEETWATER,0.267129231,15935,4382,0.211,0.036,0.027,0.029,0.075,0.207,0.016,0.3799,0.6201,0.0008,0.3669,0.0697,0.0031,0.4492,0.0375,0.0233,0.017714286,0.985,0.344072372,No,120247.0,0.177,1.0,0.0708861,0.0,9.666666667,37,18,16
6073013401,21,CHULA VISTA,0.120697124,4189,1358,0.246,0.071,0.052,0.058,0.101,0.298,0.03,0.5734,0.4266,0.0045,0.0664,0.0112,0.0024,0.8319,0.0647,0.0663,0.026947862,0.966,0.866512506,No,79053.0,0.201,0.888175113,0.385446411,0.700452058,9.124454827,6,1,0
6073013409,20,SWEETWATER,0.017231752,5167,1769,0.238,0.056,0.043,0.048,0.095,0.278,0.025,0.5928,0.4072,0.0,0.0817,0.0346,0.001,0.7834,0.0612,0.0322,0.033868867,0.955,-1.027891817,No,89708.0,0.195,1.0,0.866426571,0.787918216,13.70694632,14,9,7
6073013410,20,SWEETWATER,0.435255152,8449,2353,0.226,0.054,0.037,0.042,0.086,0.259,0.022,0.4229,0.5771,0.0,0.219,0.0668,0.0,0.6039,0.0305,0.0327,0.036391994,0.973,1.010880837,No,119016.0,0.173,1.0,0.0,0.0,7.141427548,7,4,1
6073013411,20,SWEETWATER,0.38962287,5200,1630,0.224,0.073,0.044,0.055,0.102,0.305,0.027,0.389,0.611,0.005,0.1498,0.0206,0.0,0.6869,0.0533,0.0239,0.029693924,0.979,0.50916577,No,99974.0,0.172,1.0,0.123044864,0.0,6.676094085,3,1,2
6073012102,4,NATIONAL CITY,-0.359874489,3685,925,0.3,0.047,0.058,0.06,0.131,0.298,0.033,0.7791,0.2209,0.0111,0.1205,0.0212,0.0,0.6214,0.1498,0.1708,0.102909865,0.969,-0.694585802,Yes,52321.0,0.289,0.779505947,0.748398108,0.965233303,12.5788609,0,0,0
6073012200,4,NATIONAL CITY,-0.428066567,3302,887,0.288,0.05,0.054,0.057,0.12,0.294,0.031,0.7084,0.2916,0.0242,0.0521,0.0578,0.0157,0.6856,0.1269,0.1533,0.056489576,0.988,-0.568735866,Yes,52557.0,0.261,0.680998196,0.462132143,0.839146121,14.37798707,14,6,2
6073012302,21,CHULA VISTA,-0.5068954,1679,693,0.296,0.069,0.072,0.084,0.154,0.361,0.044,0.6599,0.3401,0.0042,0.0399,0.0185,0.0,0.8035,0.106,0.1227,0.088757396,0.775,-1.310431288,Yes,28047.0,0.289,1.0,0.93984254,1.0,19.5,26,6,8
